Time_point,Block,Plot,Block_Plot,Herb_TRT,Nutrient_Trt,Disturbance_Trt,Acropora_spp,Caulerpa_spp,Cyanobacteria,Encrusting_Lobophora,Foliose_Lobophora,Fungiid,Halimeda_spp,Montipora_spp,Pavona,Phymastraea,Pocillopora_spp,Porites_spp,Rubble,Sponge,Turf_Bare_Encrusting_Algae,Unknown_encrusting_coral,Acanthastrea_spp,CCA,Dead_Halimeda,Peyss_sp,Sand,Soft,Galaxaura_spp,Long_turf,Red_articulated_calcified_algae,Turbinaria,Valonia_spp,Invert,Asparagopsis,Sargassum,Padina,Spatoglossum_spp,Dictyota_spp,Unknown_macroalgae,Chlorodesmis_spp,Lobophyla,Macroalgae,Coral
12,A,3,A3,3X3,Enriched,Disturbed,1.8181818181818181,0,0,26.060606060606062,11.515151515151516,0,0.6060606060606061,4.848484848484849,2.4242424242424243,3.0303030303030303,4.848484848484849,1.2121212121212122,6.0606060606060606,0.6060606060606061,29.6969696969697,1.2121212121212122,0,0,0,0,3.6363636363636362,0,0,0,0,1.8181818181818181,0,0.6060606060606061,0,0,0,0,0,0,0,0,13.333333333333334,19.393939393939394
12,A,3,A3,Open,Enriched,Disturbed,2.6881720430107525,0,0,39.247311827956985,1.0752688172043012,0,1.0752688172043012,4.838709677419355,6.989247311827956,1.6129032258064515,3.225806451612903,1.0752688172043012,5.376344086021505,0,20.43010752688172,2.1505376344086025,0.5376344086021506,7.526881720430108,0,0.5376344086021506,0,0.5376344086021506,0,0,0,0,0,0,0.5376344086021506,0.5376344086021506,0,0,0,0,0,0,2.1505376344086025,23.118279569892472
12,A,4,A4,1X1,Ambient,Disturbed,3.723404255319149,0.5319148936170213,0,18.085106382978726,13.829787234042554,0.5319148936170213,5.319148936170213,4.25531914893617,0.5319148936170213,2.127659574468085,4.787234042553192,0,1.5957446808510638,0,15.957446808510639,0.5319148936170213,0,0,0.5319148936170213,0,0,0,0,0,0,11.702127659574469,0,0,0,9.042553191489363,2.127659574468085,4.787234042553192,0,0,0,0,41.48936170212766,16.48936170212766
12,A,4,A4,2X2,Ambient,Disturbed,1.8957345971563981,2.3696682464454977,0,16.587677725118482,23.22274881516588,0.47393364928909953,4.265402843601896,5.213270142180095,1.8957345971563981,1.4218009478672986,5.213270142180095,0.47393364928909953,6.6350710900473935,0,15.639810426540285,0.47393364928909953,2.843601895734597,0,0.47393364928909953,0,0.47393364928909953,0,0,0,0,9.47867298578199,0,0,0,0,0.9478672985781991,0,0,0,0,0,33.64928909952607,19.90521327014218
12,A,4,A4,3X3,Ambient,Disturbed,4.545454545454546,0,0,33.83838383838384,8.585858585858585,0,0.5050505050505051,5.555555555555555,3.0303030303030303,2.525252525252525,2.525252525252525,1.5151515151515151,0.5050505050505051,0,22.727272727272727,6.0606060606060606,1.5151515151515151,0.5050505050505051,0,0.5050505050505051,0,0,0,0,0,4.040404040404041,0,0,0,0,0.5050505050505051,0,1.0101010101010102,0,0,0,13.13131313131313,27.272727272727273
12,A,4,A4,Open,Ambient,Disturbed,1.530612244897959,0.5102040816326531,0,35.714285714285715,1.0204081632653061,0.5102040816326531,0,1.530612244897959,0.5102040816326531,1.0204081632653061,1.0204081632653061,0.5102040816326531,6.122448979591836,0,45.40816326530612,0,0.5102040816326531,0,0,0,3.061224489795918,0,0,0,0,0.5102040816326531,0,0,0.5102040816326531,0,0,0,0,0,0,0,2.0408163265306123,7.142857142857142
12,B,1,B1,1X1,Enriched,Disturbed,7.6923076923076925,0.5128205128205128,0,2.051282051282051,2.051282051282051,0,5.128205128205128,55.38461538461539,1.5384615384615385,1.0256410256410255,10.256410256410255,0,0,0,9.7435897435897445,3.076923076923077,0.5128205128205128,0,0,0,0,0,0,0,1.0256410256410255,0,0,0,0,0,0,0,0,0,0,0,3.0769230769230766,79.48717948717949
12,B,1,B1,2X2,Enriched,Disturbed,2.512562814070352,0,0,11.557788944723619,11.055276381909549,0.5025125628140703,19.09547738693467,12.562814070351758,1.0050251256281406,1.0050251256281406,4.522613065326634,0.5025125628140703,1.507537688442211,0,22.613065326633166,0,0.5025125628140703,0,1.507537688442211,0.5025125628140703,1.0050251256281406,0,0.5025125628140703,0,0,7.537688442211055,0,0,0,0,0,0,0,0,0,0,19.095477386934675,23.115577889447234
12,B,1,B1,3X3,Enriched,Disturbed,5.05050505050505,0.5050505050505051,0,20.2020202020202,4.545454545454546,0,4.545454545454546,21.71717171717172,2.525252525252525,1.0101010101010102,7.07070707070707,2.0202020202020203,5.05050505050505,0,22.22222222222222,0.5050505050505051,1.0101010101010102,0,0.5050505050505051,0,0.5050505050505051,0,0,0,0,0.5050505050505051,0.5050505050505051,0,0,0,0,0,0,0,0,0,5.050505050505051,40.909090909090914
12,B,1,B1,Open,Enriched,Disturbed,0.9852216748768473,0,0,42.364532019704434,0.49261083743842365,0,0.49261083743842365,5.41871921182266,0.49261083743842365,2.4630541871921183,5.41871921182266,0.49261083743842365,3.4482758620689653,0,32.01970443349754,0.9852216748768473,0,0.9852216748768473,0.49261083743842365,1.477832512315271,0.49261083743842365,0,0,0,0,0,0,0,1.477832512315271,0,0,0,0,0,0,0,1.9704433497536946,16.256157635467982
12,B,2,B2,1X1,Ambient,Disturbed,20.2970297029703,0,0,7.425742574257425,17.326732673267326,0.49504950495049505,1.4851485148514851,11.881188118811881,3.9603960396039604,2.9702970297029703,8.91089108910891,0.49504950495049505,5.445544554455446,0,13.861386138613863,2.4752475247524752,0,0.49504950495049505,0,0,0.9900990099009901,0,0,0,0.49504950495049505,0,0,0.9900990099009901,0,0,0,0,0,0,0,0,17.82178217821782,51.48514851485149
12,B,2,B2,2X2,Ambient,Disturbed,1.5957446808510638,0.5319148936170213,0,18.085106382978726,32.4468085106383,0,6.914893617021277,13.297872340425531,1.5957446808510638,1.0638297872340425,1.5957446808510638,0.5319148936170213,1.5957446808510638,0,14.893617021276595,1.5957446808510638,0,0,3.1914893617021276,0.5319148936170213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5319148936170213,0,0,32.97872340425532,21.27659574468085
12,B,2,B2,3X3,Ambient,Disturbed,0.9852216748768473,0,0,35.960591133004925,6.896551724137931,0,0,16.748768472906402,5.41871921182266,1.477832512315271,7.389162561576355,0.49261083743842365,0.9852216748768473,0,18.226600985221676,1.9704433497536946,0.49261083743842365,0.49261083743842365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9704433497536946,0.49261083743842365,0,0,7.389162561576354,34.97536945812808
12,B,2,B2,Open,Ambient,Disturbed,2.072538860103627,0.5181347150259068,0,31.088082901554404,1.5544041450777202,0.5181347150259068,2.072538860103627,1.0362694300518136,3.1088082901554404,1.5544041450777202,5.181347150259067,0,3.6269430051813467,0,41.45077720207254,0.5181347150259068,1.0362694300518136,3.1088082901554404,0,0.5181347150259068,0,0.5181347150259068,0,0,0,0,0,0.5181347150259068,0,0,0,0,0,0,0,0,1.5544041450777202,15.025906735751295
12,B,3,B3,1X1,Enriched,Intact,3.2085561497326207,0.53475935828877,4.81283422459893,2.6737967914438503,9.62566844919786,1.6042780748663104,2.6737967914438503,3.2085561497326207,0.53475935828877,1.6042780748663104,21.92513368983957,0,0,0,33.155080213903744,7.4866310160427805,0,0,0,1.6042780748663104,0,0,0,4.27807486631016,1.06951871657754,0,0,0,0,0,0,0,0,0,0,0,10.695187165775401,39.57219251336898
12,B,3,B3,2X2,Enriched,Intact,1.0752688172043012,0,1.0752688172043012,11.29032258064516,30.107526881720432,1.0752688172043012,0.5376344086021506,3.763440860215054,1.0752688172043012,2.1505376344086025,11.29032258064516,1.0752688172043012,0,0,25.268817204301076,0.5376344086021506,0,0,0,2.1505376344086025,0,0,0,7.526881720430108,0,0,0,0,0,0,0,0,0,0,0,0,30.107526881720432,22.043010752688172
12,B,3,B3,3X3,Enriched,Intact,2.6455026455026456,0,0,12.16931216931217,29.629629629629626,0,2.1164021164021163,4.761904761904762,6.349206349206349,4.232804232804233,21.164021164021165,0,1.5873015873015872,0,12.698412698412698,0.5291005291005291,0,0,0,1.0582010582010581,0,0.5291005291005291,0,0.5291005291005291,0,0,0,0,0,0,0,0,0,0,0,0,29.629629629629626,39.682539682539684
12,B,3,B3,Open,Enriched,Intact,2.484472049689441,0,0,22.36024844720497,14.906832298136646,0,6.832298136645963,0.6211180124223602,1.2422360248447204,0.6211180124223602,22.981366459627328,0,4.3478260869565215,0,21.73913043478261,1.8633540372670807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.906832298136646,29.81366459627329
12,B,4,B4,1X1,Ambient,Intact,1.477832512315271,0.49261083743842365,4.433497536945813,6.896551724137931,15.270935960591133,1.477832512315271,0.9852216748768473,2.4630541871921183,1.9704433497536946,0.49261083743842365,14.285714285714285,0,0.9852216748768473,0,23.645320197044335,1.477832512315271,0,0,0,1.477832512315271,1.9704433497536946,0,0,20.19704433497537,0,0,0,0,0,0,0,0,0,0,0,0,15.270935960591133,23.645320197044335
12,B,4,B4,2X2,Ambient,Intact,2.403846153846154,0.9615384615384616,1.9230769230769231,13.461538461538462,26.442307692307693,0.9615384615384616,0,0,0.9615384615384616,2.403846153846154,17.78846153846154,0,0.4807692307692308,0,23.076923076923077,0.9615384615384616,0,0.4807692307692308,0,0.4807692307692308,0.9615384615384616,0,0,5.769230769230769,0,0.4807692307692308,0,0,0,0,0,0,0,0,0,0,26.923076923076923,25.480769230769234
12,B,4,B4,3X3,Ambient,Intact,0.5181347150259068,0,0,6.7357512953367875,41.45077720207254,1.0362694300518136,2.5906735751295336,0,2.072538860103627,1.0362694300518136,19.689119170984455,0.5181347150259068,1.5544041450777202,0,20.207253886010363,0.5181347150259068,0,1.0362694300518136,0,0,0,0,0,0.5181347150259068,0,0,0,0.5181347150259068,0,0,0,0,0,0,0,0,41.45077720207254,25.388601036269428
12,B,4,B4,Open,Ambient,Intact,1.0050251256281406,0.5025125628140703,0,18.592964824120603,37.185929648241206,0,1.0050251256281406,2.0100502512562812,1.0050251256281406,1.507537688442211,7.537688442211055,1.0050251256281406,0.5025125628140703,0,25.125628140703515,1.0050251256281406,0,1.0050251256281406,0,0.5025125628140703,0,0,0,0.5025125628140703,0,0,0,0,0,0,0,0,0,0,0,0,37.185929648241206,15.07537688442211
12,C,1,C1,1X1,Ambient,Intact,0.49019607843137253,0.49019607843137253,0.9803921568627451,3.9215686274509802,28.921568627450984,0,1.9607843137254901,3.431372549019608,0.49019607843137253,1.9607843137254901,26.96078431372549,0,0,0,22.058823529411764,0.49019607843137253,0,0,0.49019607843137253,1.4705882352941175,0.49019607843137253,0,0,4.411764705882353,0,0,0,0,0,0,0.49019607843137253,0,0,0.49019607843137253,0,0,29.90196078431373,33.8235294117647
12,C,1,C1,2X2,Ambient,Intact,1.8518518518518516,0.4629629629629629,0,6.944444444444445,24.537037037037038,0,9.722222222222223,3.7037037037037033,1.3888888888888888,1.8518518518518516,19.90740740740741,2.7777777777777777,0.4629629629629629,0,16.203703703703702,1.8518518518518516,0,0.9259259259259258,3.2407407407407405,2.314814814814815,0.4629629629629629,0,0,0.4629629629629629,0,0,0,0,0,0,0,0.4629629629629629,0,0.4629629629629629,0,0,25.462962962962965,33.333333333333336
12,C,1,C1,3X3,Ambient,Intact,0.5376344086021506,0,0,5.376344086021505,45.16129032258064,1.6129032258064515,15.591397849462366,1.0752688172043012,0.5376344086021506,0.5376344086021506,8.60215053763441,0,0.5376344086021506,0,14.516129032258066,0,0,0,2.6881720430107525,2.1505376344086025,0.5376344086021506,0,0,0.5376344086021506,0,0,0,0,0,0,0,0,0,0,0,0,45.16129032258064,12.903225806451614
12,C,1,C1,Open,Ambient,Intact,0,0,0,16.842105263157894,30.526315789473685,0,1.0526315789473684,0,1.5789473684210527,1.0526315789473684,22.63157894736842,1.5789473684210527,0,0,19.473684210526315,2.631578947368421,0,0,0,0.5263157894736842,0.5263157894736842,0,0,0,0,1.0526315789473684,0,0,0,0,0,0,0,0.5263157894736842,0,0,32.10526315789474,29.473684210526315
12,C,2,C2,1X1,Ambient,Disturbed,6.310679611650485,0,0,10.679611650485436,19.902912621359224,0,7.766990291262135,11.165048543689322,0.9708737864077669,1.4563106796116505,2.4271844660194173,0.48543689320388345,1.4563106796116505,0,10.194174757281553,1.4563106796116505,0.48543689320388345,0,2.4271844660194173,0.48543689320388345,0,0,1.9417475728155338,2.4271844660194173,0.48543689320388345,13.106796116504855,0,0,0,1.4563106796116505,0.9708737864077669,0,0.9708737864077669,0.9708737864077669,0,0,38.834951456310684,24.75728155339806
12,C,2,C2,2X2,Ambient,Disturbed,1.4851485148514851,0,0.49504950495049505,12.376237623762377,26.237623762376238,0,16.33663366336634,16.33663366336634,1.9801980198019802,1.4851485148514851,0.9900990099009901,0.49504950495049505,1.9801980198019802,0,11.881188118811881,0.49504950495049505,0.49504950495049505,0,0.49504950495049505,0,0,0,0,0.49504950495049505,0,0.9900990099009901,0,0,0,0.49504950495049505,3.9603960396039604,0.49504950495049505,0,0,0,0,32.17821782178218,23.762376237623766
12,C,2,C2,3X3,Ambient,Disturbed,5.46448087431694,0.546448087431694,0,29.508196721311474,3.825136612021858,0,2.73224043715847,6.0109289617486334,3.278688524590164,1.092896174863388,9.836065573770492,0.546448087431694,2.185792349726776,0,27.86885245901639,0,0.546448087431694,0,0,0,0,0,0,1.092896174863388,0,2.73224043715847,0,0,0,0,0,0,2.73224043715847,0,0,0,6.557377049180328,26.775956284153004
12,C,2,C2,Open,Ambient,Disturbed,2.051282051282051,0,0,24.102564102564102,6.666666666666667,0,7.179487179487179,2.564102564102564,6.666666666666667,3.076923076923077,8.717948717948717,1.0256410256410255,1.5384615384615385,0,30.256410256410255,3.076923076923077,0,1.0256410256410255,0,0,0,0,0,0,0,0.5128205128205128,0,0,0,0,0,0,1.5384615384615385,0,0,0,7.17948717948718,27.17948717948718
12,C,3,C3,1X1,Enriched,Intact,3.571428571428571,0,1.530612244897959,4.081632653061225,16.83673469387755,0,1.0204081632653061,5.1020408163265305,0,1.0204081632653061,22.95918367346939,0,0.5102040816326531,0,25.510204081632654,1.0204081632653061,0,0,0,4.081632653061225,0,0,0,9.693877551020408,1.0204081632653061,0,0,0.5102040816326531,0,0,0,0,0,0,1.530612244897959,0,19.387755102040813,33.673469387755105
12,C,3,C3,2X2,Enriched,Intact,0,0,0.5128205128205128,3.076923076923077,23.076923076923077,0,9.230769230769232,6.666666666666667,4.102564102564102,1.5384615384615385,18.974358974358974,0,2.051282051282051,0,17.94871794871795,3.076923076923077,0,0,0,3.076923076923077,0,0,0,5.128205128205128,1.5384615384615385,0,0,0,0,0,0,0,0,0,0,0,24.615384615384617,34.35897435897436
12,C,3,C3,3X3,Enriched,Intact,0.5494505494505495,0,0,3.8461538461538463,15.934065934065933,0,13.186813186813188,2.7472527472527473,1.6483516483516485,2.7472527472527473,29.67032967032967,0.5494505494505495,2.197802197802198,0,20.87912087912088,1.6483516483516485,0,0.5494505494505495,1.098901098901099,1.6483516483516485,0,0,0,1.098901098901099,0,0,0,0,0,0,0,0,0,0,0,0,15.934065934065933,39.56043956043956
12,C,3,C3,Open,Enriched,Intact,2.030456852791878,0,0,16.751269035532996,12.690355329949238,0,9.137055837563452,2.5380710659898478,3.5532994923857872,1.5228426395939088,21.31979695431472,1.5228426395939088,3.0456852791878175,0,21.82741116751269,1.015228426395939,0.5076142131979695,1.5228426395939088,0.5076142131979695,0.5076142131979695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.690355329949238,34.01015228426396
12,C,4,C4,1X1,Enriched,Disturbed,10.227272727272728,0,0,3.977272727272727,7.386363636363637,1.7045454545454544,2.272727272727273,30.113636363636363,3.977272727272727,2.272727272727273,17.045454545454543,0,1.1363636363636365,0,10.795454545454545,1.7045454545454544,0,0,0.5681818181818182,0,0,0,0,3.4090909090909087,1.1363636363636365,2.272727272727273,0,0,0,0,0,0,0,0,0,0,10.795454545454547,67.04545454545455
12,C,4,C4,2X2,Enriched,Disturbed,3.867403314917127,0,0,13.259668508287293,17.67955801104972,0,16.022099447513813,4.41988950276243,3.867403314917127,0.5524861878453038,8.83977900552486,0,3.314917127071823,0,16.574585635359114,2.209944751381215,1.6574585635359116,0,4.972375690607735,0.5524861878453038,0,0.5524861878453038,0,1.1049723756906076,0,0,0,0.5524861878453038,0,0,0,0,0,0,0,0,17.67955801104972,25.414364640883974
12,C,4,C4,3X3,Enriched,Disturbed,2.127659574468085,0,0,22.872340425531913,7.446808510638298,0.5319148936170213,8.51063829787234,13.297872340425531,2.6595744680851063,1.5957446808510638,3.723404255319149,1.5957446808510638,3.723404255319149,0,28.191489361702125,1.0638297872340425,0,0.5319148936170213,0.5319148936170213,0,0,0,0,0,0,1.0638297872340425,0,0,0,0,0,0,0.5319148936170213,0,0,0,8.51063829787234,26.595744680851062
12,C,4,C4,Open,Enriched,Disturbed,3.0303030303030303,0,0,30.909090909090907,3.0303030303030303,0,2.4242424242424243,4.242424242424243,1.8181818181818181,0.6060606060606061,9.090909090909092,0,11.515151515151516,0,22.424242424242426,1.2121212121212122,0,1.8181818181818181,0,0.6060606060606061,0,0,0,2.4242424242424243,0,2.4242424242424243,0,0,0,0,0,0,2.4242424242424243,0,0,0,5.454545454545455,20
12,D,1,D1,1X1,Ambient,Disturbed,1.0526315789473684,0,0,4.736842105263158,18.421052631578945,0,3.684210526315789,26.31578947368421,1.5789473684210527,1.5789473684210527,2.1052631578947367,0,1.5789473684210527,0,17.36842105263158,0,0,0,1.5789473684210527,0,1.5789473684210527,0,0,0,0,17.894736842105264,0,0.5263157894736842,0,0,0,0,0,0,0,0,36.315789473684205,32.63157894736842
12,D,1,D1,2X2,Ambient,Disturbed,0,0,0.53475935828877,17.647058823529413,11.229946524064172,0,2.6737967914438503,2.13903743315508,0.53475935828877,1.06951871657754,3.2085561497326207,0,0.53475935828877,0,33.155080213903744,1.06951871657754,0,0,0.53475935828877,0,6.951871657754011,0,0,0,0,17.11229946524064,0,0,0,0,1.6042780748663104,0,0,0,0,0,29.946524064171122,8.0213903743315509
12,D,1,D1,3X3,Ambient,Disturbed,2.2222222222222223,1.6666666666666667,0,28.888888888888886,7.777777777777778,0,5,2.7777777777777777,2.2222222222222223,2.2222222222222223,1.1111111111111112,0,3.3333333333333335,0.5555555555555556,27.22222222222222,0,0,0,0,0,4.444444444444445,0,0,0,0,9.444444444444445,0,0,0,0,0,0,0.5555555555555556,0.5555555555555556,0,0,17.77777777777778,10.555555555555555
12,D,1,D1,Open,Ambient,Disturbed,0.5102040816326531,0.5102040816326531,0,33.6734693877551,3.571428571428571,0,0.5102040816326531,2.5510204081632653,0.5102040816326531,0,1.0204081632653061,0,4.591836734693878,0,46.42857142857143,0.5102040816326531,0.5102040816326531,0.5102040816326531,0,0,2.5510204081632653,0,0,0,0,1.0204081632653061,0,0.5102040816326531,0,0,0,0,0.5102040816326531,0,0,0,4.591836734693877,5.612244897959184
12,D,2,D2,1X1,Ambient,Intact,6.763285024154589,0,2.4154589371980677,4.3478260869565215,12.077294685990339,0,3.864734299516908,2.898550724637681,0.966183574879227,0.966183574879227,34.78260869565217,0.4830917874396135,0.966183574879227,0,21.73913043478261,1.4492753623188406,0.966183574879227,0,0,0.966183574879227,0,0,0,4.3478260869565215,0,0,0,0,0,0,0,0,0,0,0,0,12.077294685990339,49.27536231884058
12,D,2,D2,2X2,Ambient,Intact,3.7267080745341614,0.6211180124223602,0.6211180124223602,3.7267080745341614,24.22360248447205,0,9.316770186335404,5.590062111801243,1.8633540372670807,3.7267080745341614,22.981366459627328,0.6211180124223602,0,0,14.906832298136646,1.2422360248447204,0,0,3.7267080745341614,0.6211180124223602,0.6211180124223602,0,0,1.2422360248447204,0.6211180124223602,0,0,0,0,0,0,0,0,0,0,0,24.84472049689441,39.75155279503105
12,D,2,D2,3X3,Ambient,Intact,0,1.675977653631285,0,8.938547486033519,36.87150837988827,0,15.64245810055866,1.1173184357541899,1.1173184357541899,2.2346368715083798,10.614525139664805,0,0,0,12.849162011173185,0.5586592178770949,0,0,5.027932960893855,1.675977653631285,0,0,0,1.1173184357541899,0,0,0,0,0,0,0,0.5586592178770949,0,0,0,0,37.43016759776536,15.64245810055866
12,D,2,D2,Open,Ambient,Intact,0,1.7937219730941705,0,30.94170403587444,10.762331838565023,0,1.7937219730941705,2.242152466367713,2.690582959641256,0.8968609865470852,16.591928251121075,0.4484304932735426,0.8968609865470852,0,25.56053811659193,1.7937219730941705,0,0,0,0.8968609865470852,1.345291479820628,0,0,0,0,0.4484304932735426,0,0,0,0,0,0,0.8968609865470852,0,0,0,11.210762331838566,24.663677130044842
12,D,3,D3,1X1,Enriched,Disturbed,11.73469387755102,0,0,4.591836734693878,11.73469387755102,0,10.714285714285714,17.857142857142858,3.571428571428571,1.530612244897959,3.571428571428571,0,0,0,5.612244897959184,0,2.0408163265306123,0,18.367346938775512,3.061224489795918,0,0,0,0.5102040816326531,0,0,0,0.5102040816326531,0,0,0,0,0,4.591836734693878,0,0,16.3265306122449,40.30612244897959
12,D,3,D3,2X2,Enriched,Disturbed,1.694915254237288,1.1299435028248588,3.389830508474576,19.2090395480226,7.344632768361582,0,3.954802259887006,8.47457627118644,2.2598870056497176,1.1299435028248588,2.2598870056497176,0,0.5649717514124294,0,33.33333333333333,2.2598870056497176,0.5649717514124294,0,8.47457627118644,0.5649717514124294,2.824858757062147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5649717514124294,7.344632768361582,19.2090395480226
12,D,3,D3,3X3,Enriched,Disturbed,2.366863905325444,1.183431952662722,0,30.17751479289941,0.591715976331361,0,7.100591715976331,7.100591715976331,3.5502958579881656,2.9585798816568047,4.142011834319527,5.325443786982249,1.7751479289940828,0,21.893491124260358,5.9171597633136095,1.7751479289940828,0,1.7751479289940828,0,0.591715976331361,0,0,0,0,0,0,0,0,0,0,0,1.7751479289940828,0,0,0,0.591715976331361,33.13609467455621
12,D,3,D3,Open,Enriched,Disturbed,3.684210526315789,0,0,29.47368421052631,4.736842105263158,0,5.7894736842105265,4.2105263157894735,1.5789473684210527,2.1052631578947367,3.684210526315789,0,3.1578947368421053,0,31.57894736842105,1.5789473684210527,0,0,1.5789473684210527,0,3.684210526315789,0,0,0,0,2.1052631578947367,0,0,0,0,0,0,1.0526315789473684,0,0,0,6.842105263157896,16.842105263157894
12,D,4,D4,1X1,Enriched,Intact,5.797101449275362,0.4830917874396135,1.4492753623188406,1.4492753623188406,11.594202898550725,0,2.898550724637681,21.256038647342994,0.966183574879227,1.4492753623188406,23.67149758454106,0.4830917874396135,0.4830917874396135,0,21.256038647342994,0.966183574879227,0.4830917874396135,0,2.4154589371980677,0.4830917874396135,0,0,0,1.4492753623188406,0,0.966183574879227,0,0,0,0,0,0,0,0,0,0,12.560386473429952,55.07246376811594
